2017-03-21 09:51:56,968 [INFO] from application in ForkJoinPool-1-worker-1 - Creating Pool for datasource 'default'
2017-03-21 09:51:57,565 [INFO] from play.api.db.HikariCPConnectionPool in ForkJoinPool-1-worker-1 - datasource [default] bound to JNDI as DefaultDS
2017-03-21 09:51:57,590 [INFO] from play.api.db.DefaultDBApi in ForkJoinPool-1-worker-1 - Database [default] connected at jdbc:mysql://localhost/mavericks_project
2017-03-21 09:52:02,658 [INFO] from play.api.Play in ForkJoinPool-1-worker-1 - Application started (Dev)
2017-03-21 09:52:03,166 [INFO] from application in application-akka.actor.default-dispatcher-4 - Running AuthenticatorAction
2017-03-21 09:52:03,202 [DEBUG] from application in application-akka.actor.default-dispatcher-4 - Authorized header: Bearer 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:52:03,205 [DEBUG] from application in application-akka.actor.default-dispatcher-4 - auth_token: 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:52:03,205 [DEBUG] from application in application-akka.actor.default-dispatcher-4 - 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:52:03,205 [DEBUG] from application in application-akka.actor.default-dispatcher-4 - SELECT m FROM Member m where m.authToken='4980bef9-a163-4eb7-801f-aa532f6cffc5'
2017-03-21 09:52:03,570 [DEBUG] from application in application-akka.actor.default-dispatcher-4 - org.hibernate.jpa.internal.QueryImpl@15fa01e3
2017-03-21 09:52:03,665 [DEBUG] from application in application-akka.actor.default-dispatcher-4 - [models.Member@6326013]
2017-03-21 09:52:03,665 [DEBUG] from application in application-akka.actor.default-dispatcher-4 - member: models.Member@6326013
2017-03-21 09:54:23,223 [INFO] from application in application-akka.actor.default-dispatcher-7 - Shutting down connection pool.
2017-03-21 09:54:23,605 [INFO] from application in application-akka.actor.default-dispatcher-7 - Creating Pool for datasource 'default'
2017-03-21 09:54:23,632 [INFO] from play.api.db.HikariCPConnectionPool in application-akka.actor.default-dispatcher-7 - datasource [default] bound to JNDI as DefaultDS
2017-03-21 09:54:23,655 [INFO] from play.api.db.DefaultDBApi in application-akka.actor.default-dispatcher-7 - Database [default] connected at jdbc:mysql://localhost/mavericks_project
2017-03-21 09:54:24,674 [INFO] from play.api.Play in application-akka.actor.default-dispatcher-7 - Application started (Dev)
2017-03-21 09:54:24,715 [INFO] from application in application-akka.actor.default-dispatcher-2 - Running AuthenticatorAction
2017-03-21 09:54:24,716 [DEBUG] from application in application-akka.actor.default-dispatcher-2 - Authorized header: Bearer 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:54:24,716 [DEBUG] from application in application-akka.actor.default-dispatcher-2 - auth_token: 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:54:24,716 [DEBUG] from application in application-akka.actor.default-dispatcher-2 - 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:54:24,716 [DEBUG] from application in application-akka.actor.default-dispatcher-2 - SELECT m FROM Member m where m.authToken='4980bef9-a163-4eb7-801f-aa532f6cffc5'
2017-03-21 09:54:24,723 [DEBUG] from application in application-akka.actor.default-dispatcher-2 - org.hibernate.jpa.internal.QueryImpl@692b7d58
2017-03-21 09:54:24,728 [DEBUG] from application in application-akka.actor.default-dispatcher-2 - [models.Member@6d65e0d2]
2017-03-21 09:54:24,728 [DEBUG] from application in application-akka.actor.default-dispatcher-2 - member: models.Member@6d65e0d2
2017-03-21 09:54:24,779 [DEBUG] from application in application-akka.actor.default-dispatcher-2 - 5
2017-03-21 09:55:13,306 [INFO] from application in application-akka.actor.default-dispatcher-6 - Running AuthenticatorAction
2017-03-21 09:55:13,307 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - Authorized header: Bearer 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:13,307 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - auth_token: 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:13,307 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:13,307 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - SELECT m FROM Member m where m.authToken='4980bef9-a163-4eb7-801f-aa532f6cffc5'
2017-03-21 09:55:13,307 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - org.hibernate.jpa.internal.QueryImpl@364ec802
2017-03-21 09:55:13,309 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - [models.Member@46ce3187]
2017-03-21 09:55:13,309 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - member: models.Member@46ce3187
2017-03-21 09:55:13,313 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - 5
2017-03-21 09:55:16,144 [INFO] from application in application-akka.actor.default-dispatcher-7 - Running AuthenticatorAction
2017-03-21 09:55:16,145 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - Authorized header: Bearer 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:16,145 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - auth_token: 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:16,145 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:16,145 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - SELECT m FROM Member m where m.authToken='4980bef9-a163-4eb7-801f-aa532f6cffc5'
2017-03-21 09:55:16,145 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - org.hibernate.jpa.internal.QueryImpl@7c6d2478
2017-03-21 09:55:16,146 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - [models.Member@69643e53]
2017-03-21 09:55:16,147 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - member: models.Member@69643e53
2017-03-21 09:55:16,151 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - 5
2017-03-21 09:55:18,057 [INFO] from application in application-akka.actor.default-dispatcher-6 - Running AuthenticatorAction
2017-03-21 09:55:18,058 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - Authorized header: Bearer 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:18,058 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - auth_token: 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:18,058 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:18,058 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - SELECT m FROM Member m where m.authToken='4980bef9-a163-4eb7-801f-aa532f6cffc5'
2017-03-21 09:55:18,059 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - org.hibernate.jpa.internal.QueryImpl@49d0a062
2017-03-21 09:55:18,060 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - [models.Member@5040a820]
2017-03-21 09:55:18,060 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - member: models.Member@5040a820
2017-03-21 09:55:18,069 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - 5
2017-03-21 09:55:19,357 [INFO] from application in application-akka.actor.default-dispatcher-6 - Running AuthenticatorAction
2017-03-21 09:55:19,359 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - Authorized header: Bearer 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:19,359 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - auth_token: 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:19,359 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:19,359 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - SELECT m FROM Member m where m.authToken='4980bef9-a163-4eb7-801f-aa532f6cffc5'
2017-03-21 09:55:19,359 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - org.hibernate.jpa.internal.QueryImpl@5b9f338f
2017-03-21 09:55:19,363 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - [models.Member@481bb64]
2017-03-21 09:55:19,363 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - member: models.Member@481bb64
2017-03-21 09:55:19,367 [DEBUG] from application in application-akka.actor.default-dispatcher-6 - 5
2017-03-21 09:55:21,018 [INFO] from application in application-akka.actor.default-dispatcher-7 - Running AuthenticatorAction
2017-03-21 09:55:21,019 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - Authorized header: Bearer 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:21,020 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - auth_token: 4980bef9-a163-4eb7-801f-aa532f6cffc5
2017-03-21 09:55:21,020 [DEBUG] from application in application-akka.actor.default-dispatcher-7 - 4980bef9-a163-4eb7-801f-aa532f6cffc5
